predictor,uniprot_acc,gene_symbol,set,n_variants,pathogenic_fraction,auroc,separation,frac_ambiguous
alphamissense,Q16795,NDUFA9,mito,17,0.35294117647058826,0.9696969696969697,2.4957234499967105,0.0
alphamissense,Q16854,DGUOK,mito,19,0.8947368421052632,0.9705882352941176,2.371572774473151,0.21052631578947367
alphamissense,Q32P41,TRMT5,mito,11,0.09090909090909091,1.0,11.881596407038446,0.09090909090909091
alphamissense,Q330K2,NDUFAF6,mito,17,0.5882352941176471,1.0,2.1472153909188094,0.23529411764705882
alphamissense,Q3MJ13,WDR72,control,19,0.21052631578947367,0.8416666666666667,1.671347784309467,0.10526315789473684
alphamissense,Q3SXY8,ARL13B,control,12,0.5,1.0,3.3482852784871495,0.25
alphamissense,Q3T906,GNPTAB,control,53,0.6981132075471698,0.9442567567567568,2.77348219346277,0.018867924528301886
alphamissense,Q4G176,ACSF3,mito,23,0.34782608695652173,0.9416666666666668,2.22970690791989,0.08695652173913043
alphamissense,Q53R41,FASTKD1,mito,10,0.1,1.0,13.192792808714001,0.0
alphamissense,Q5EBM0,CMPK2,mito,10,0.3,0.9523809523809524,1.9455139961810322,0.1
alphamissense,Q5FBB7,SGO1,control,10,0.1,1.0,5.911416654004525,0.1
alphamissense,Q5HYA8,TMEM67,control,76,0.9078947368421053,0.9461697722567288,2.13342701543258,0.13157894736842105
alphamissense,Q5JPH6,EARS2,mito,21,0.7142857142857143,0.9444444444444445,1.579353871589004,0.047619047619047616
alphamissense,Q5JRX3,PITRM1,mito,45,0.044444444444444446,0.9767441860465116,3.91869266277746,0.08888888888888889
alphamissense,Q5JSL3,DOCK11,control,15,0.6,0.888888888888889,1.5817354738252776,0.06666666666666667
alphamissense,Q5JTZ9,AARS2,mito,43,0.46511627906976744,0.9173913043478261,1.655051415076008,0.13953488372093023
alphamissense,Q5T160,RARS2,mito,36,0.7222222222222222,0.976923076923077,1.848625019795688,0.16666666666666666
alphamissense,Q5T280,SPOUT1,control,10,0.6,1.0,5.6616162054873795,0.0
alphamissense,Q5T440,IBA57,mito,17,0.5882352941176471,0.8142857142857143,0.9707858737139697,0.23529411764705882
alphamissense,Q5TEU4,NDUFAF5,mito,25,0.8,0.95,2.3280035969959703,0.08
alphamissense,Q5THJ4,VPS13D,mito,52,0.19230769230769232,0.9880952380952381,4.346477290305618,0.07692307692307693
alphamissense,Q68CP9,ARID2,control,81,0.024691358024691357,0.9936708860759493,5.775684843113496,0.06172839506172839
alphamissense,Q68CZ1,RPGRIP1L,control,25,0.4,0.8666666666666667,1.5228952447341255,0.12
alphamissense,Q6NUK1,SLC25A24,mito,12,0.25,0.8888888888888888,1.8428903641937362,0.0
alphamissense,Q6NVY1,HIBCH,mito,25,0.64,0.7847222222222222,0.981866929957115,0.04
alphamissense,Q6P1J9,CDC73,control,10,0.7,1.0,5.349523502355951,0.1
alphamissense,Q6P4I2,WDR73,control,11,0.45454545454545453,1.0,2.4043562780906393,0.0
alphamissense,Q6PD62,CTR9,control,29,0.5172413793103449,0.9142857142857144,2.8633436339611547,0.034482758620689655
alphamissense,Q6PI48,DARS2,mito,26,0.6923076923076923,0.9305555555555556,1.8864022944024397,0.15384615384615385
alphamissense,Q6Y288,B3GLCT,control,11,0.36363636363636365,1.0,8.83287249928144,0.0
alphamissense,Q6ZMI0,PPP1R21,control,10,0.2,1.0,2.533340209920213,0.0
alphamissense,Q6ZMP0,THSD4,control,19,0.05263157894736842,1.0,65.68838457761252,0.0
alphamissense,Q6ZVN8,HJV,control,18,0.7777777777777778,1.0,3.9567006793682817,0.05555555555555555
alphamissense,Q6ZWH5,NEK10,control,12,0.3333333333333333,1.0,2.9132880022073975,0.0
alphamissense,Q70HW3,SLC25A26,mito,12,0.3333333333333333,1.0,4.371654143590543,0.0
alphamissense,Q7L2E3,DHX30,mito,43,0.2558139534883721,0.9857954545454546,3.404192161115448,0.023255813953488372
alphamissense,Q7L3T8,PARS2,mito,11,0.18181818181818182,0.8333333333333334,1.4171766599733207,0.09090909090909091
alphamissense,Q7L5A8,FA2H,control,31,0.7419354838709677,0.9456521739130435,2.1528755087225875,0.0967741935483871
alphamissense,Q7L8L6,FASTKD5,mito,12,0.25,1.0,2.6494505026586084,0.0
alphamissense,Q7LBC6,KDM3B,control,59,0.2542372881355932,0.953030303030303,3.052326752461361,0.0
alphamissense,Q7LGC8,CHST3,control,34,0.7058823529411765,1.0,6.797812558408951,0.029411764705882353
alphamissense,Q86WG5,SBF2,control,10,0.2,1.0,60.147708822542576,0.0
alphamissense,Q86XE5,HOGA1,mito,58,0.9137931034482759,1.0,2.1000984618129652,0.1206896551724138
alphamissense,Q86YT5,SLC13A5,control,13,0.8461538461538461,1.0,7.304044642131338,0.07692307692307693
alphamissense,Q8IUX1,TMEM126B,mito,11,0.18181818181818182,0.8333333333333334,1.2589748475885612,0.0
alphamissense,Q8IV16,GPIHBP1,control,29,0.3793103448275862,0.9848484848484849,3.6154666721664586,0.10344827586206896
alphamissense,Q8IV33,KIAA0825,control,13,0.23076923076923078,0.8999999999999999,1.6360776329824076,0.07692307692307693
alphamissense,Q8IVH4,MMAA,mito,22,0.9545454545454546,0.9047619047619048,2.493727358732182,0.045454545454545456
alphamissense,Q8IWZ6,BBS7,control,12,0.9166666666666666,0.9090909090909091,2.3957591102642466,0.25
alphamissense,Q8N130,SLC34A3,control,35,0.42857142857142855,0.99,2.70708418235073,0.05714285714285714
alphamissense,Q8N135,LGI4,control,15,0.4666666666666667,0.9107142857142857,1.809919889731139,0.06666666666666667
alphamissense,Q8N159,NAGS,mito,15,0.6666666666666666,0.9400000000000001,2.643846585624392,0.06666666666666667
alphamissense,Q8N3C0,ASCC3,control,17,0.29411764705882354,1.0,62.080138395972206,0.0
alphamissense,Q8N3I7,BBS5,control,12,0.9166666666666666,0.8181818181818182,2.3169452837990265,0.08333333333333333
alphamissense,Q8N3U4,STAG2,control,24,0.4166666666666667,0.95,3.4956916356480408,0.041666666666666664
alphamissense,Q8N442,GUF1,mito,14,0.07142857142857142,0.5384615384615384,-0.5519759483220594,0.07142857142857142
alphamissense,Q8N465,D2HGDH,mito,24,0.5,0.9444444444444444,3.3230661486745254,0.08333333333333333
alphamissense,Q8N490,PNKD,mito,18,0.16666666666666666,0.6444444444444444,0.3615259937484128,0.1111111111111111
alphamissense,Q8N5F7,NKAP,control,10,0.3,1.0,16.986837296490013,0.0
alphamissense,Q8NFJ9,BBS1,control,22,0.8636363636363636,0.8421052631578948,1.4151876212391632,0.09090909090909091
alphamissense,Q8NI60,COQ8A,mito,42,0.7380952380952381,1.0,7.249772799638372,0.07142857142857142
alphamissense,Q8TAP6,CEP76,control,12,0.6666666666666666,0.875,1.7779231499065875,0.08333333333333333
alphamissense,Q8TCG5,CPT1C,mito,17,0.17647058823529413,0.8333333333333333,1.0845452993919922,0.17647058823529413
alphamissense,Q8TCS8,PNPT1,mito,23,0.6086956521739131,0.9761904761904763,2.5582116653508127,0.043478260869565216
alphamissense,Q8TD30,GPT2,mito,10,0.4,1.0,11.046195768140777,0.0
alphamissense,Q8TF50,ZNF526,control,12,0.16666666666666666,0.9,1.3723035763576763,0.08333333333333333
alphamissense,Q8WWV3,RTN4IP1,mito,14,0.5,0.8367346938775511,1.251873125044425,0.14285714285714285
alphamissense,Q8WWZ3,EDARADD,control,13,0.8461538461538461,1.0,8.582278183009025,0.0
alphamissense,Q8WXG6,MADD,mito,13,0.3076923076923077,0.7222222222222222,1.426292412232423,0.07692307692307693
alphamissense,Q8WYB5,KAT6B,control,178,0.05056179775280899,0.7790927021696252,0.9274544563048833,0.10674157303370786
alphamissense,Q8WYQ3,CHCHD10,mito,15,0.26666666666666666,0.8863636363636364,1.8417183545566405,0.0
alphamissense,Q8WZ55,BSND,control,13,0.6923076923076923,1.0,3.8482261694487097,0.23076923076923078
alphamissense,Q92558,WASF1,control,14,0.21428571428571427,0.7878787878787878,1.102772027602633,0.0
alphamissense,Q92838,EDA,control,150,0.8533333333333334,0.9133522727272727,2.142175544555672,0.04666666666666667
alphamissense,Q92947,GCDH,mito,184,0.9728260869565217,0.9195530726256983,2.0313933487325033,0.19021739130434784
alphamissense,Q969G2,LHX4,control,12,0.3333333333333333,0.75,0.849858739858936,0.0
alphamissense,Q969G3,SMARCE1,control,26,0.5769230769230769,1.0,5.300180780257831,0.0
alphamissense,Q969H0,FBXW7,control,19,0.6842105263157895,1.0,49.67958316458351,0.0
alphamissense,Q969S9,GFM2,mito,25,0.08,0.9130434782608696,3.0675590361842575,0.0
alphamissense,Q969Y2,GTPBP3,mito,22,0.5909090909090909,0.9743589743589743,2.5251693046192307,0.18181818181818182
alphamissense,Q969Z4,RELT,control,14,0.2857142857142857,1.0,3.8018844592118346,0.0
alphamissense,Q96AG3,SLC25A46,mito,16,0.625,1.0,6.493831760502668,0.0625
alphamissense,Q96AY3,FKBP10,mito,12,0.75,0.7407407407407408,1.3345986548335997,0.08333333333333333
alphamissense,Q96C36,PYCR2,mito,14,0.7857142857142857,0.9696969696969697,3.596806583341672,0.07142857142857142
alphamissense,Q96CU9,FOXRED1,mito,11,0.6363636363636364,0.8214285714285714,1.1569880970968567,0.09090909090909091
alphamissense,Q96D53,COQ8B,mito,21,0.5714285714285714,0.9722222222222222,2.8597106716011433,0.14285714285714285
alphamissense,Q96DP5,MTFMT,mito,19,0.3157894736842105,0.7435897435897436,0.8741975959865584,0.05263157894736842
alphamissense,Q96DW6,SLC25A38,mito,19,0.8421052631578947,1.0,3.814352652126189,0.0
alphamissense,Q96EG1,ARSG,control,19,0.3157894736842105,1.0,6.366204477699729,0.05263157894736842
alphamissense,Q96EY8,MMAB,mito,32,0.8125,0.8910256410256411,1.667300960303582,0.125
alphamissense,Q96GM8,TOE1,control,21,0.5238095238095238,0.9363636363636363,1.9110483759541386,0.0
alphamissense,Q96H96,COQ2,mito,15,0.6666666666666666,1.0,7.676060973863826,0.0
alphamissense,Q96HD1,CRELD1,control,10,0.3,0.9523809523809524,2.1244818224469477,0.1
alphamissense,Q96HY7,DHTKD1,mito,17,0.11764705882352941,0.8333333333333334,1.3796741238940746,0.0
alphamissense,Q96I59,NARS2,mito,17,0.5294117647058824,0.9027777777777778,1.7722781732000885,0.0
alphamissense,Q96IR7,HPDL,mito,29,0.7931034482758621,0.9927536231884058,3.1888212194292893,0.13793103448275862
alphamissense,Q96IV0,NGLY1,control,20,0.5,1.0,8.096345691872319,0.0
alphamissense,Q96JX3,SERAC1,mito,20,0.35,1.0,5.8262330516056,0.05
alphamissense,Q96MS0,ROBO3,control,39,0.4358974358974359,0.8743315508021391,1.6278906502706572,0.2564102564102564
alphamissense,Q96PY6,NEK1,control,12,0.3333333333333333,0.9375,2.521077343859525,0.08333333333333333
alphamissense,Q96Q11,TRNT1,mito,13,0.5384615384615384,1.0,7.736857821117137,0.07692307692307693
alphamissense,Q96QS3,ARX,control,53,0.49056603773584906,0.9871794871794872,3.626834499145584,0.018867924528301886
alphamissense,Q96RD7,PANX1,control,12,0.16666666666666666,1.0,29.663289907002444,0.0
alphamissense,Q96RK4,BBS4,control,17,0.5294117647058824,0.8888888888888888,1.9223472879145893,0.058823529411764705
alphamissense,Q96RP9,GFM1,mito,27,0.5185185185185185,0.9835164835164836,2.7136676602844627,0.1111111111111111
alphamissense,Q96RQ3,MCCC1,mito,41,0.6341463414634146,0.9820512820512821,2.130097914462325,0.14634146341463414
alphamissense,Q96RR1,TWNK,mito,53,0.9433962264150944,1.0,2.267186008694377,0.11320754716981132
alphamissense,Q96S06,LMF1,control,36,0.05555555555555555,0.9852941176470588,5.8316067493555295,0.0
alphamissense,Q99497,PARK7,mito,11,0.7272727272727273,0.8333333333333334,1.15101156820083,0.0
alphamissense,Q99519,NEU1,control,44,0.6590909090909091,0.9655172413793104,2.0927517460275378,0.06818181818181818
alphamissense,Q99643,SDHC,mito,20,0.9,1.0,3.2178350105025895,0.2
alphamissense,Q99707,MTR,control,25,0.32,0.9779411764705882,3.0896261391273967,0.04
alphamissense,Q99714,HSD17B10,mito,21,0.7619047619047619,0.9625,1.792722472273874,0.14285714285714285
alphamissense,Q99758,ABCA3,control,62,0.6290322580645161,0.9966555183946488,3.37155675089079,0.016129032258064516
alphamissense,Q99797,MIPEP,mito,20,0.15,0.9803921568627451,3.2081814845204115,0.05
alphamissense,Q99798,ACO2,mito,18,0.8888888888888888,0.9375,2.4143077850743584,0.1111111111111111
alphamissense,Q99807,COQ7,mito,14,0.5,0.7142857142857143,1.5743200654712373,0.0
alphamissense,Q9BQ52,ELAC2,mito,22,0.45454545454545453,0.9666666666666667,2.6957251999382854,0.045454545454545456
alphamissense,Q9BQT8,SLC25A21,mito,12,0.08333333333333333,0.6363636363636364,0.6496819269949888,0.08333333333333333
alphamissense,Q9BSI4,TINF2,control,20,0.65,0.9780219780219781,1.836168402418051,0.25
alphamissense,Q9BUB7,TMEM70,mito,12,0.25,1.0,3.4161085828289552,0.16666666666666666
alphamissense,Q9BUM1,G6PC3,control,19,0.6842105263157895,1.0,5.711055172429489,0.15789473684210525
alphamissense,Q9BV79,MECR,mito,11,0.45454545454545453,0.9666666666666667,2.749045713232263,0.09090909090909091
alphamissense,Q9BVA0,KATNB1,control,26,0.15384615384615385,0.8863636363636365,1.7477717954897767,0.07692307692307693
alphamissense,Q9BW92,TARS2,mito,20,0.6,1.0,1.5122952305933235,0.0
alphamissense,Q9BX63,BRIP1,mito,62,0.14516129032258066,0.9528301886792453,2.5732551686720684,0.016129032258064516
alphamissense,Q9BXJ7,AMN,mito,10,0.4,0.9166666666666667,2.2271794379796996,0.1
alphamissense,Q9BXM0,PRX,mito,26,0.038461538461538464,0.96,2.69864423139032,0.038461538461538464
alphamissense,Q9BXM7,PINK1,mito,20,0.45,0.9898989898989898,3.638307591990428,0.0
alphamissense,Q9BY79,MFRP,control,10,0.5,1.0,3.8762738669372077,0.1
alphamissense,Q9BYJ1,ALOXE3,control,25,0.6,0.9133333333333333,2.3146765813231354,0.08
alphamissense,Q9BYV9,BACH2,control,18,0.05555555555555555,1.0,6.444458719294727,0.0
alphamissense,Q9GZS0,DNAI2,control,20,0.2,1.0,6.894950313727569,0.0
alphamissense,Q9H0R6,QRSL1,mito,11,0.18181818181818182,1.0,4.7842504071629595,0.09090909090909091
alphamissense,Q9H237,PORCN,control,31,0.4838709677419355,0.9916666666666667,4.716012123366393,0.03225806451612903
alphamissense,Q9H2U2,PPA2,mito,23,0.6086956521739131,0.9682539682539683,2.060342918895603,0.21739130434782608
alphamissense,Q9H324,ADAMTS10,control,22,0.36363636363636365,0.9642857142857143,4.2351554456825,0.0
alphamissense,Q9H3H1,TRIT1,mito,11,0.2727272727272727,0.8333333333333334,1.5014298329152593,0.18181818181818182
alphamissense,Q9H845,ACAD9,mito,43,0.7209302325581395,0.9086021505376345,1.876047166815839,0.11627906976744186
alphamissense,Q9H9P8,L2HGDH,mito,21,0.7142857142857143,0.9666666666666667,4.5022787300917635,0.0
alphamissense,Q9HA77,CARS2,mito,11,0.09090909090909091,0.09999999999999998,-1.5741269271753313,0.0
alphamissense,Q9HAN9,NMNAT1,control,40,0.975,0.9743589743589743,2.063510898880536,0.175
alphamissense,Q9HC21,SLC25A19,mito,17,0.7647058823529411,1.0,3.7651680672712,0.058823529411764705
alphamissense,Q9HCC0,MCCC2,mito,56,0.9642857142857143,0.9629629629629629,2.682979757405104,0.16071428571428573
alphamissense,Q9NP58,ABCB6,mito,21,0.38095238095238093,0.8557692307692308,1.4933855134097904,0.09523809523809523
alphamissense,Q9NPJ1,MKKS,control,25,0.68,0.9926470588235294,2.2309868111332634,0.2
alphamissense,Q9NQ66,PLCB1,control,10,0.2,1.0,2.494256247532967,0.0
alphamissense,Q9NQZ6,ZC4H2,control,29,0.8620689655172413,0.99,3.865845293689894,0.034482758620689655
alphamissense,Q9NSE4,IARS2,mito,21,0.2857142857142857,0.9111111111111111,1.321715231174393,0.047619047619047616
alphamissense,Q9NUD9,PIGV,control,12,0.6666666666666666,0.9375,2.402444246794376,0.16666666666666666
alphamissense,Q9NVS9,PNPO,mito,15,0.9333333333333333,1.0,3.2474940598010247,0.13333333333333333
alphamissense,Q9NVV4,MTPAP,mito,10,0.2,1.0,5.19745505205275,0.0
alphamissense,Q9NWS8,RMND1,mito,19,0.5789473684210527,0.9204545454545454,2.122329115253718,0.10526315789473684
alphamissense,Q9NWW5,CLN6,control,28,0.8571428571428571,1.0,2.850185863561064,0.10714285714285714
alphamissense,Q9NYY8,FASTKD2,mito,21,0.14285714285714285,1.0,2.561427120404217,0.0
alphamissense,Q9NZB8,MOCS1,mito,13,0.3076923076923077,1.0,10.272987945104974,0.0
alphamissense,Q9P0W8,SPATA7,control,15,0.2,1.0,3.5198873286247516,0.13333333333333333
alphamissense,Q9P2R7,SUCLA2,mito,18,0.5,0.9753086419753086,3.4024449056808743,0.05555555555555555
alphamissense,Q9UBC3,DNMT3B,control,28,0.6785714285714286,1.0,8.813740851174895,0.07142857142857142
alphamissense,Q9UBQ7,GRHPR,mito,29,0.7931034482758621,0.8985507246376812,2.081887605323661,0.06896551724137931
alphamissense,Q9UBT6,POLK,control,19,0.7894736842105263,1.0,1.3837880220990695,0.0
alphamissense,Q9UBY8,CLN8,control,29,0.8620689655172413,0.88,1.714551303070942,0.034482758620689655
alphamissense,Q9UDR5,AASS,mito,16,0.3125,0.7818181818181819,1.5021539483752786,0.0
alphamissense,Q9UGL1,KDM5B,control,19,0.42105263157894735,0.9090909090909091,2.4499853385909276,0.0
alphamissense,Q9UGM6,WARS2,mito,17,0.5294117647058824,0.9861111111111112,3.342078366094708,0.058823529411764705
alphamissense,Q9UHD2,TBK1,control,20,0.3,0.9166666666666666,3.031438477678937,0.0
alphamissense,Q9UHK6,AMACR,mito,10,0.2,1.0,8.502322308424867,0.1
alphamissense,Q9UHN1,POLG2,mito,11,0.18181818181818182,1.0,5.170419857286424,0.09090909090909091
alphamissense,Q9UI17,DMGDH,mito,11,0.09090909090909091,1.0,3.794583496085661,0.09090909090909091
alphamissense,Q9UIF7,MUTYH,mito,12,0.4166666666666667,0.28571428571428575,-0.6301121833266833,0.08333333333333333
alphamissense,Q9UJS0,SLC25A13,mito,22,0.8181818181818182,0.9722222222222222,3.417328758978874,0.0
alphamissense,Q9UK17,KCND3,control,36,0.7222222222222222,0.9384615384615385,2.9615637422219963,0.0
alphamissense,Q9UKA2,FBXL4,mito,27,0.9259259259259259,1.0,4.15827052226353,0.0
alphamissense,Q9UKU7,ACAD8,mito,21,0.6666666666666666,0.9387755102040817,2.0046422667967234,0.09523809523809523
alphamissense,Q9UL18,AGO1,control,14,0.9285714285714286,1.0,7.487013738031753,0.0
alphamissense,Q9ULD0,OGDHL,mito,12,0.25,0.8888888888888888,3.0154779854126192,0.0
alphamissense,Q9ULL5,PRR12,control,109,0.01834862385321101,0.9719626168224299,3.447514788037831,0.05504587155963303
alphamissense,Q9UM01,SLC7A7,control,20,0.8,0.828125,1.2718778503176338,0.0
alphamissense,Q9UM47,NOTCH3,control,341,0.750733137829912,0.9632352941176471,2.8618469862400624,0.04398826979472141
alphamissense,Q9UMS0,NFU1,mito,13,0.7692307692307693,1.0,3.628971287761442,0.15384615384615385
alphamissense,Q9UNE0,EDAR,control,44,0.8636363636363636,0.9035087719298246,1.7513218881962982,0.09090909090909091
alphamissense,Q9UPW5,AGTPBP1,control,11,0.45454545454545453,1.0,6.978061013345036,0.09090909090909091
alphamissense,Q9UQ90,SPG7,mito,41,0.8536585365853658,0.9952380952380953,3.082924265253836,0.04878048780487805
alphamissense,Q9UQD0,SCN8A,control,307,0.8794788273615635,0.9238738738738739,2.373344812678072,0.035830618892508145
alphamissense,Q9Y219,JAG2,control,21,0.09523809523809523,1.0,9.388227102553305,0.0
alphamissense,Q9Y276,BCS1L,mito,42,0.8809523809523809,0.9081081081081082,1.457540206710556,0.09523809523809523
alphamissense,Q9Y2I7,PIKFYVE,control,33,0.030303030303030304,0.65625,-0.31157427580723623,0.09090909090909091
alphamissense,Q9Y2Z2,MTO1,mito,10,0.4,1.0,14.59932489663021,0.0
alphamissense,Q9Y2Z4,YARS2,mito,15,0.8,1.0,2.721069774954923,0.06666666666666667
alphamissense,Q9Y2Z9,COQ6,mito,13,0.38461538461538464,0.95,3.0714897495816835,0.15384615384615385
alphamissense,Q9Y375,NDUFAF1,mito,12,0.25,0.8518518518518519,1.7264381408952258,0.16666666666666666
alphamissense,Q9Y399,MRPS2,mito,12,0.16666666666666666,1.0,2.9960269519097174,0.0
alphamissense,Q9Y3A0,COQ4,mito,21,0.6666666666666666,0.8877551020408164,1.5125896360068167,0.047619047619047616
alphamissense,Q9Y3Z3,SAMHD1,control,15,0.7333333333333333,0.9772727272727273,2.9915177078651713,0.06666666666666667
alphamissense,Q9Y4W6,AFG3L2,mito,41,0.975609756097561,1.0,19.327331381114877,0.0
alphamissense,Q9Y5Q3,MAFB,control,27,0.6666666666666666,0.9876543209876543,2.9721770129466183,0.0
alphamissense,Q9Y606,PUS1,mito,12,0.4166666666666667,0.8857142857142857,1.6955470105943224,0.0
alphamissense,Q9Y619,SLC25A15,mito,21,0.8095238095238095,0.9705882352941176,5.60069777605103,0.0
alphamissense,Q9Y6B7,AP4B1,control,14,0.21428571428571427,1.0,13.382566635661984,0.0
varity,A3KMH1,VWA8,mito,11,0.09090909090909091,0.6,-0.5760470378968965,0.0
varity,O00142,TK2,mito,44,0.9318181818181818,0.9674796747967479,3.1061409908741875,0.20454545454545456
varity,O00330,PDHX,mito,12,0.16666666666666666,0.45,0.4623561652727266,0.0
varity,O00411,POLRMT,mito,45,0.15555555555555556,0.9699248120300752,4.322703028903318,0.022222222222222223
varity,O00429,DNM1L,mito,36,0.9722222222222222,0.9714285714285714,5.851888467063585,0.027777777777777776
varity,O00462,MANBA,control,15,0.2,0.9166666666666666,2.4601145876908364,0.06666666666666667
varity,O14521,SDHD,mito,31,0.8709677419354839,1.0,11.315849754132811,0.03225806451612903
varity,O14526,FCHO1,control,14,0.14285714285714285,1.0,10.109930051790105,0.0
varity,O14802,POLR3A,control,29,0.7586206896551724,0.961038961038961,3.2406543034242783,0.06896551724137931
varity,O14832,PHYH,mito,11,0.7272727272727273,1.0,4.515953202228953,0.09090909090909091
varity,O14905,WNT9B,control,11,0.09090909090909091,1.0,4.314485849977281,0.18181818181818182
varity,O15091,PRORP,mito,14,0.35714285714285715,0.9777777777777777,2.8213191838430283,0.0
varity,O15160,POLR1C,control,20,0.85,1.0,5.10786583629526,0.15
varity,O15270,SPTLC2,mito,24,0.4166666666666667,0.8642857142857143,1.5390216772298415,0.08333333333333333
varity,O15382,BCAT2,mito,11,0.2727272727272727,1.0,3.0950607631761273,0.09090909090909091
varity,O15457,MSH4,control,10,0.5,0.92,2.3122717606539616,0.2
varity,O15528,CYP27B1,mito,38,0.8947368421052632,0.9632352941176471,3.107878130303242,0.05263157894736842
varity,O15553,MEFV,control,18,0.5555555555555556,0.7625,0.33485724825342655,0.1111111111111111
varity,O43175,PHGDH,control,15,0.8,0.6944444444444444,0.8062579903430049,0.06666666666666667
varity,O43186,CRX,control,27,0.6296296296296297,0.9705882352941176,3.827784443134878,0.037037037037037035
varity,O43295,SRGAP3,control,10,0.1,1.0,8.052966934673039,0.1
varity,O43405,COCH,control,26,0.7692307692307693,0.9416666666666667,3.0055040178629446,0.0
varity,O43424,GRID2,control,11,0.45454545454545453,0.9333333333333333,2.9914636343803513,0.2727272727272727
varity,O43772,SLC25A20,mito,11,0.8181818181818182,1.0,7.34036191995125,0.09090909090909091
varity,O43791,SPOP,control,12,0.8333333333333334,0.85,1.669835264104175,0.0
varity,O60260,PRKN,mito,33,0.5757575757575758,0.9323308270676692,2.032807241548445,0.030303030303030304
varity,O60313,OPA1,mito,19,0.2631578947368421,1.0,4.06917820910192,0.10526315789473684
varity,O60890,OPHN1,control,29,0.3448275862068966,0.8368421052631578,1.397400518334906,0.034482758620689655
varity,O75027,ABCB7,mito,31,0.2903225806451613,0.9797979797979797,3.5251374838648974,0.12903225806451613
varity,O75360,PROP1,control,47,0.8723404255319149,0.8902439024390244,1.357920838369629,0.0
varity,O75398,DEAF1,control,64,0.75,0.98046875,3.4777087667585787,0.09375
varity,O75419,CDC45,control,12,0.4166666666666667,0.9428571428571428,1.891738008452016,0.16666666666666666
varity,O75439,PMPCB,mito,14,0.2857142857142857,0.9500000000000001,2.9690473438674094,0.21428571428571427
varity,O75530,EED,control,16,0.8125,0.9743589743589745,3.3141228732469767,0.0
varity,O75534,CSDE1,control,11,0.2727272727272727,0.9583333333333334,2.207928301415808,0.09090909090909091
varity,O75648,TRMU,mito,35,0.6,0.9625850340136054,2.6963686212812346,0.0
varity,O75695,RP2,mito,44,0.4090909090909091,1.0,3.9709329718714628,0.13636363636363635
varity,O75879,GATB,mito,20,0.1,0.9444444444444444,2.6205967551644984,0.1
varity,O75907,DGAT1,control,12,0.5,1.0,3.4337715941058806,0.16666666666666666
varity,O75916,RGS9,control,12,0.08333333333333333,1.0,5.247773817145648,0.0
varity,O94761,RECQL4,mito,66,0.10606060606060606,0.7433414043583535,0.9153511444668821,0.030303030303030304
varity,O94925,GLS,mito,15,0.5333333333333333,0.9821428571428572,2.9784279570684933,0.06666666666666667
varity,O95140,MFN2,mito,127,0.9606299212598425,1.0,5.976948431669393,0.09448818897637795
varity,O95202,LETM1,mito,26,0.19230769230769232,0.9904761904761904,3.440770222142243,0.0
varity,O95299,NDUFA10,mito,13,0.46153846153846156,0.9047619047619049,2.163779912765739,0.0
varity,O95352,ATG7,control,12,0.3333333333333333,0.90625,1.930831521974737,0.08333333333333333
varity,O95363,FARS2,mito,37,0.7027027027027027,0.986013986013986,3.7978204056931726,0.02702702702702703
varity,O95571,ETHE1,mito,23,0.8695652173913043,0.9166666666666666,2.641415700610642,0.08695652173913043
varity,O95630,STAMBP,control,10,0.7,1.0,3.9634035159732357,0.1
varity,O95822,MLYCD,mito,17,0.23529411764705882,1.0,4.266292982815848,0.11764705882352941
varity,O95831,AIFM1,mito,66,0.6515151515151515,0.9069767441860465,1.9549164856976036,0.015151515151515152
varity,O95970,LGI1,control,19,0.8421052631578947,0.7083333333333334,1.6934905867275,0.05263157894736842
varity,O95996,APC2,mito,40,0.05,0.9736842105263158,3.62145042749105,0.175
varity,P00367,GLUD1,mito,23,0.6086956521739131,0.8412698412698414,1.5392331848911838,0.13043478260869565
varity,P00387,CYB5R3,mito,22,0.8181818181818182,1.0,5.024606007554811,0.045454545454545456
varity,P00390,GSR,mito,11,0.18181818181818182,1.0,4.192998908544558,0.0
varity,P00480,OTC,mito,276,0.9637681159420289,0.8781954887218045,1.5636364813374808,0.03260869565217391
varity,P00505,GOT2,mito,12,0.25,0.9629629629629629,2.331549087322382,0.0
varity,P00748,F12,control,18,0.2777777777777778,0.8307692307692307,1.6681672968840817,0.05555555555555555
varity,P00813,ADA,control,56,0.8571428571428571,0.9583333333333333,2.5424812536068897,0.03571428571428571
varity,P01116,KRAS,control,67,0.9850746268656716,1.0,15.90632825799293,0.014925373134328358
varity,P01127,PDGFB,control,18,0.4444444444444444,0.8749999999999999,1.606486663108736,0.1111111111111111
varity,P01213,PDYN,control,10,0.2,1.0,9.465771829917168,0.0
varity,P02533,KRT14,control,57,0.8070175438596491,0.950592885375494,2.804814446368926,0.12280701754385964
varity,P02647,APOA1,control,19,0.8421052631578947,0.9791666666666667,3.4327287995339844,0.10526315789473684
varity,P02671,FGA,control,20,0.6,0.9583333333333334,2.814425047284939,0.05
varity,P02675,FGB,control,14,0.5714285714285714,0.9375,2.3601341712959445,0.14285714285714285
varity,P02768,ALB,control,14,0.5,0.653061224489796,0.6537821886924976,0.21428571428571427
